temp,burnin,iterations,observable
1e-6,100000,100000000,0.46564458013568844
1.2589e-6,100000,100000000,0.49620431802180054
1.5848e-6,100000,100000000,0.5205298100201342
1.9952e-6,100000,100000000,0.5152202404169373
2.5118e-6,100000,100000000,0.5090547501509587
3.1622e-6,100000,100000000,0.5025748026652505
3.981e-6,100000,100000000,0.5052440978860017
5.0118e-6,100000,100000000,0.4890694448202304
6.3095e-6,100000,100000000,0.5022997037130654
7.9432e-6,100000,100000000,0.4898292030776036
1e-6,100000,100000000,0.4954043242335305
0.000012589,100000,100000000,0.5108809114846866
0.000015848,100000,100000000,0.4822601544345872
0.000019952,100000,100000000,0.5123955952276393
0.000025118,100000,100000000,0.5007713470223967
0.000031622,100000,100000000,0.5041985671730801
0.00003981,100000,100000000,0.49363142076082334
0.000050118,100000,100000000,0.4973917888024086
0.000063095,100000,100000000,0.49807768009679415
0.000079432,100000,100000000,0.4971113588489181
0.0001,100000,100000000,0.505306323970005
0.00012589,100000,100000000,0.5017362994712817
0.00015848,100000,100000000,0.5050322983465974
0.00019952,100000,100000000,0.4970176813883307
0.00025118,100000,100000000,0.5010445103509069
0.00031622,100000,100000000,0.4985515730210219
0.0003981,100000,100000000,0.4997002723253913
0.00050118,100000,100000000,0.5004940373880646
0.00063095,100000,100000000,0.4989835957548702
0.00079432,100000,100000000,0.502254561336778
0.001,100000,100000000,0.49885240490341864
0.0012589,100000,100000000,0.4991535907491223
0.0015848,100000,100000000,0.4990218140600837
0.0019952,100000,100000000,0.49882826103278866
0.0025118,100000,100000000,0.49781168371273093
0.0031622,100000,100000000,0.4995743089211686
0.003981,100000,100000000,0.5002388895083333
0.0050118,100000,100000000,0.4999979844506195
0.0063095,100000,100000000,0.49985142819130585
0.0079432,100000,100000000,0.49920098296482684
0.01,100000,100000000,0.49992472788813563
0.012589,100000,100000000,0.5004002486507119
0.015848,100000,100000000,0.5000460950206523
0.019952,100000,100000000,0.4998627294638273
0.025118,100000,100000000,0.49983751044178554
0.031622,100000,100000000,0.4994368082854011
0.03981,100000,100000000,0.5000076034968453
0.050118,100000,100000000,0.5001325888080085
0.063095,100000,100000000,0.5000871765015916
0.079432,100000,100000000,0.49982686400050585
0.1,100000,100000000,0.5000729960772787
0.12589,100000,100000000,0.4999567589573991
0.15848,100000,100000000,0.5000847618633595
0.19952,100000,100000000,0.5000538152398839
0.25118,100000,100000000,0.5000149486408016
0.31622,100000,100000000,0.500032981738617
0.3981,100000,100000000,0.4998865900533363
0.50118,100000,100000000,0.4990030547857233
0.63095,100000,100000000,0.4938077428505118
0.79432,100000,100000000,0.4749919057462138
1.0,100000,100000000,0.4300161
1.2589,100000,100000000,0.3502372848908781
1.5848,100000,100000000,0.2457883435654058
1.9952,100000,100000000,0.14228325864463265
2.5118,100000,100000000,0.06520276124348848
3.1622,100000,100000000,0.02262693236804794
3.981,100000,100000000,0.005555963220001971
5.0118,100000,100000000,0.0008791699560000369
6.3095,100000,100000000,0.00007886874999999923
7.9432,100000,100000000,4.765919999999998e-6
10.0,100000,100000000,2e-7
